Date,Open,High,Low,Close,Adj Close,Volume
1988-06-30,1133.81,1133.81,1133.81,1133.81,1133.81,0
1988-07-01,1153.68,1153.68,1153.68,1153.68,1153.68,0
1988-07-04,1170.44,1170.44,1170.44,1170.44,1170.44,0
1988-07-05,1177.40,1177.40,1177.40,1177.40,1177.40,0
1988-07-06,1194.96,1194.96,1194.96,1194.96,1194.96,0
1988-07-07,1186.42,1186.42,1186.42,1186.42,1186.42,0
1988-07-08,1199.92,1199.92,1199.92,1199.92,1199.92,0
1988-07-11,1191.53,1191.53,1191.53,1191.53,1191.53,0
1988-07-12,1182.47,1182.47,1182.47,1182.47,1182.47,0
1988-07-13,1167.74,1167.74,1167.74,1167.74,1167.74,0
1988-07-14,1185.15,1185.15,1185.15,1185.15,1185.15,0
1988-07-15,1189.59,1189.59,1189.59,1189.59,1189.59,0
1988-07-18,1188.40,1188.40,1188.40,1188.40,1188.40,0
1988-07-19,1168.58,1168.58,1168.58,1168.58,1168.58,0
1988-07-20,1169.79,1169.79,1169.79,1169.79,1169.79,0
1988-07-21,1181.05,1181.05,1181.05,1181.05,1181.05,0
1988-07-22,1156.25,1156.25,1156.25,1156.25,1156.25,0
1988-07-25,1149.77,1149.77,1149.77,1149.77,1149.77,0
1988-07-26,1167.65,1167.65,1167.65,1167.65,1167.65,0
1988-07-27,1176.50,1176.50,1176.50,1176.50,1176.50,0
1988-07-28,1163.27,1163.27,1163.27,1163.27,1163.27,0
1988-07-29,1178.53,1178.53,1178.53,1178.53,1178.53,0
1988-08-01,1190.67,1190.67,1190.67,1190.67,1190.67,0
1988-08-02,1187.11,1187.11,1187.11,1187.11,1187.11,0
1988-08-03,1192.42,1192.42,1192.42,1192.42,1192.42,0
1988-08-04,1182.98,1182.98,1182.98,1182.98,1182.98,0
1988-08-05,1193.87,1193.87,1193.87,1193.87,1193.87,0
1988-08-08,1202.28,1202.28,1202.28,1202.28,1202.28,0
1988-08-09,1193.46,1193.46,1193.46,1193.46,1193.46,0
1988-08-10,1174.99,1174.99,1174.99,1174.99,1174.99,0
1988-08-11,1162.76,1162.76,1162.76,1162.76,1162.76,0
1988-08-12,1172.61,1172.61,1172.61,1172.61,1172.61,0
1988-08-15,1170.44,1170.44,1170.44,1170.44,1170.44,0
1988-08-16,1158.61,1158.61,1158.61,1158.61,1158.61,0
1988-08-17,1175.03,1175.03,1175.03,1175.03,1175.03,0
1988-08-18,1180.39,1180.39,1180.39,1180.39,1180.39,0
1988-08-19,1164.47,1164.47,1164.47,1164.47,1164.47,0
1988-08-22,1165.98,1165.98,1165.98,1165.98,1165.98,0
1988-08-23,1151.46,1151.46,1151.46,1151.46,1151.46,0
1988-08-24,1161.68,1161.68,1161.68,1161.68,1161.68,0
1988-08-25,1164.65,1164.65,1164.65,1164.65,1164.65,0
1988-08-26,1156.58,1156.58,1156.58,1156.58,1156.58,0
1988-08-29,1150.97,1150.97,1150.97,1150.97,1150.97,0
1988-08-30,1164.30,1164.30,1164.30,1164.30,1164.30,0
1988-08-31,1169.46,1169.46,1169.46,1169.46,1169.46,0
1988-09-01,1154.33,1154.33,1154.33,1154.33,1154.33,0
1988-09-02,1152.92,1152.92,1152.92,1152.92,1152.92,0
1988-09-05,1173.43,1173.43,1173.43,1173.43,1173.43,0
1988-09-06,1176.77,1176.77,1176.77,1176.77,1176.77,0
1988-09-07,1182.54,1182.54,1182.54,1182.54,1182.54,0
1988-09-08,1186.86,1186.86,1186.86,1186.86,1186.86,0
1988-09-09,1186.59,1186.59,1186.59,1186.59,1186.59,0
1988-09-12,1199.83,1199.83,1199.83,1199.83,1199.83,0
1988-09-13,1211.24,1211.24,1211.24,1211.24,1211.24,0
1988-09-14,1224.05,1224.05,1224.05,1224.05,1224.05,0
1988-09-15,1226.42,1226.42,1226.42,1226.42,1226.42,0
1988-09-16,1229.28,1229.28,1229.28,1229.28,1229.28,0
1988-09-19,1248.47,1248.47,1248.47,1248.47,1248.47,0
1988-09-20,1243.04,1243.04,1243.04,1243.04,1243.04,0
1988-09-21,1257.80,1257.80,1257.80,1257.80,1257.80,0
1988-09-22,1250.07,1250.07,1250.07,1250.07,1250.07,0
1988-09-23,1250.44,1250.44,1250.44,1250.44,1250.44,0
1988-09-26,1254.93,1254.93,1254.93,1254.93,1254.93,0
1988-09-27,1252.54,1252.54,1252.54,1252.54,1252.54,0
1988-09-28,1239.90,1239.90,1239.90,1239.90,1239.90,0
1988-09-29,1248.01,1248.01,1248.01,1248.01,1248.01,0
1988-09-30,1253.68,1253.68,1253.68,1253.68,1253.68,0
1988-10-03,1243.28,1243.28,1243.28,1243.28,1243.28,0
1988-10-04,1245.26,1245.26,1245.26,1245.26,1245.26,0
1988-10-05,1252.26,1252.26,1252.26,1252.26,1252.26,0
1988-10-06,1257.58,1257.58,1257.58,1257.58,1257.58,0
1988-10-07,1265.06,1265.06,1265.06,1265.06,1265.06,0
1988-10-10,1283.67,1283.67,1283.67,1283.67,1283.67,0
1988-10-11,1275.52,1275.52,1275.52,1275.52,1275.52,0
1988-10-12,1263.00,1263.00,1263.00,1263.00,1263.00,0
1988-10-13,1269.27,1269.27,1269.27,1269.27,1269.27,0
1988-10-14,1284.51,1284.51,1284.51,1284.51,1284.51,0
1988-10-17,1282.75,1282.75,1282.75,1282.75,1282.75,0
1988-10-18,1299.59,1299.59,1299.59,1299.59,1299.59,0
1988-10-19,1309.23,1309.23,1309.23,1309.23,1309.23,0
1988-10-20,1288.44,1288.44,1288.44,1288.44,1288.44,0
1988-10-21,1297.60,1297.60,1297.60,1297.60,1297.60,0
1988-10-24,1288.11,1288.11,1288.11,1288.11,1288.11,0
1988-10-25,1290.07,1290.07,1290.07,1290.07,1290.07,0
1988-10-26,1308.09,1308.09,1308.09,1308.09,1308.09,0
1988-10-27,1319.25,1319.25,1319.25,1319.25,1319.25,0
1988-10-28,1314.71,1314.71,1314.71,1314.71,1314.71,0
1988-10-31,1308.25,1308.25,1308.25,1308.25,1308.25,0
1988-11-01,1304.97,1304.97,1304.97,1304.97,1304.97,0
1988-11-02,1299.71,1299.71,1299.71,1299.71,1299.71,0
1988-11-03,1275.68,1275.68,1275.68,1275.68,1275.68,0
1988-11-04,1289.37,1289.37,1289.37,1289.37,1289.37,0
1988-11-07,1271.03,1271.03,1271.03,1271.03,1271.03,0
1988-11-08,1284.60,1284.60,1284.60,1284.60,1284.60,0
1988-11-09,1283.41,1283.41,1283.41,1283.41,1283.41,0
1988-11-10,1266.92,1266.92,1266.92,1266.92,1266.92,0
1988-11-11,1252.11,1252.11,1252.11,1252.11,1252.11,0
1988-11-14,1252.83,1252.83,1252.83,1252.83,1252.83,0
1988-11-15,1265.40,1265.40,1265.40,1265.40,1265.40,0
1988-11-17,1261.28,1261.28,1261.28,1261.28,1261.28,0
1988-11-18,1278.25,1278.25,1278.25,1278.25,1278.25,0
1988-11-21,1286.99,1286.99,1286.99,1286.99,1286.99,0
1988-11-22,1275.04,1275.04,1275.04,1275.04,1275.04,0
1988-11-23,1283.08,1283.08,1283.08,1283.08,1283.08,0
1988-11-24,1280.45,1280.45,1280.45,1280.45,1280.45,0
1988-11-25,1275.67,1275.67,1275.67,1275.67,1275.67,0
1988-11-28,1261.55,1261.55,1261.55,1261.55,1261.55,0
1988-11-29,1259.19,1259.19,1259.19,1259.19,1259.19,0
1988-11-30,1273.76,1273.76,1273.76,1273.76,1273.76,0
1988-12-01,1281.61,1281.61,1281.61,1281.61,1281.61,0
1988-12-02,1272.09,1272.09,1272.09,1272.09,1272.09,0
1988-12-05,1281.32,1281.32,1281.32,1281.32,1281.32,0
1988-12-06,1292.71,1292.71,1292.71,1292.71,1292.71,0
1988-12-07,1300.66,1300.66,1300.66,1300.66,1300.66,0
1988-12-08,1298.02,1298.02,1298.02,1298.02,1298.02,0
1988-12-09,1300.76,1300.76,1300.76,1300.76,1300.76,0
1988-12-12,1293.23,1293.23,1293.23,1293.23,1293.23,0
1988-12-13,1288.09,1288.09,1288.09,1288.09,1288.09,0
1988-12-14,1294.52,1294.52,1294.52,1294.52,1294.52,0
1988-12-15,1282.28,1282.28,1282.28,1282.28,1282.28,0
1988-12-16,1298.31,1298.31,1298.31,1298.31,1298.31,0
1988-12-19,1310.38,1310.38,1310.38,1310.38,1310.38,0
1988-12-20,1331.52,1331.52,1331.52,1331.52,1331.52,0
1988-12-21,1321.69,1321.69,1321.69,1321.69,1321.69,0
1988-12-22,1324.79,1324.79,1324.79,1324.79,1324.79,0
1988-12-23,1326.20,1326.20,1326.20,1326.20,1326.20,0
1988-12-27,1342.46,1342.46,1342.46,1342.46,1342.46,0
1988-12-28,1332.39,1332.39,1332.39,1332.39,1332.39,0
1988-12-29,1330.23,1330.23,1330.23,1330.23,1330.23,0
1989-01-02,1325.96,1325.96,1325.96,1325.96,1325.96,0
1989-01-03,1356.66,1356.66,1356.66,1356.66,1356.66,0
1989-01-04,1369.78,1369.78,1369.78,1369.78,1369.78,0
1989-01-05,1372.40,1372.40,1372.40,1372.40,1372.40,0
1989-01-06,1356.48,1356.48,1356.48,1356.48,1356.48,0
1989-01-09,1367.09,1367.09,1367.09,1367.09,1367.09,0
1989-01-10,1349.90,1349.90,1349.90,1349.90,1349.90,0
1989-01-11,1352.43,1352.43,1352.43,1352.43,1352.43,0
1989-01-12,1360.61,1360.61,1360.61,1360.61,1360.61,0
1989-01-13,1356.70,1356.70,1356.70,1356.70,1356.70,0
1989-01-16,1343.58,1343.58,1343.58,1343.58,1343.58,0
1989-01-17,1328.27,1328.27,1328.27,1328.27,1328.27,0
1989-01-18,1316.93,1316.93,1316.93,1316.93,1316.93,0
1989-01-19,1339.98,1339.98,1339.98,1339.98,1339.98,0
1989-01-20,1329.81,1329.81,1329.81,1329.81,1329.81,0
1989-01-23,1313.29,1313.29,1313.29,1313.29,1313.29,0
1989-01-24,1326.61,1326.61,1326.61,1326.61,1326.61,0
1989-01-25,1345.63,1345.63,1345.63,1345.63,1345.63,0
1989-01-26,1330.80,1330.80,1330.80,1330.80,1330.80,0
1989-01-27,1341.82,1341.82,1341.82,1341.82,1341.82,0
1989-01-30,1335.94,1335.94,1335.94,1335.94,1335.94,0
1989-01-31,1324.34,1324.34,1324.34,1324.34,1324.34,0
1989-02-01,1305.93,1305.93,1305.93,1305.93,1305.93,0
1989-02-02,1313.66,1313.66,1313.66,1313.66,1313.66,0
1989-02-03,1328.99,1328.99,1328.99,1328.99,1328.99,0
1989-02-06,1332.66,1332.66,1332.66,1332.66,1332.66,0
1989-02-07,1344.80,1344.80,1344.80,1344.80,1344.80,0
1989-02-08,1356.54,1356.54,1356.54,1356.54,1356.54,0
1989-02-09,1349.72,1349.72,1349.72,1349.72,1349.72,0
1989-02-10,1347.17,1347.17,1347.17,1347.17,1347.17,0
1989-02-13,1335.50,1335.50,1335.50,1335.50,1335.50,0
1989-02-14,1333.96,1333.96,1333.96,1333.96,1333.96,0
1989-02-15,1321.20,1321.20,1321.20,1321.20,1321.20,0
1989-02-16,1322.59,1322.59,1322.59,1322.59,1322.59,0
1989-02-17,1319.93,1319.93,1319.93,1319.93,1319.93,0
1989-02-20,1320.83,1320.83,1320.83,1320.83,1320.83,0
1989-02-21,1310.59,1310.59,1310.59,1310.59,1310.59,0
1989-02-22,1296.11,1296.11,1296.11,1296.11,1296.11,0
1989-02-23,1273.08,1273.08,1273.08,1273.08,1273.08,0
1989-02-24,1284.45,1284.45,1284.45,1284.45,1284.45,0
1989-02-27,1269.68,1269.68,1269.68,1269.68,1269.68,0
1989-02-28,1289.79,1289.79,1289.79,1289.79,1289.79,0
1989-03-01,1305.75,1305.75,1305.75,1305.75,1305.75,0
1989-03-02,1303.26,1303.26,1303.26,1303.26,1303.26,0
1989-03-03,1324.89,1324.89,1324.89,1324.89,1324.89,0
1989-03-06,1332.67,1332.67,1332.67,1332.67,1332.67,0
1989-03-07,1331.01,1331.01,1331.01,1331.01,1331.01,0
1989-03-08,1314.67,1314.67,1314.67,1314.67,1314.67,0
1989-03-09,1315.86,1315.86,1315.86,1315.86,1315.86,0
1989-03-10,1320.36,1320.36,1320.36,1320.36,1320.36,0
1989-03-13,1310.36,1310.36,1310.36,1310.36,1310.36,0
1989-03-14,1329.02,1329.02,1329.02,1329.02,1329.02,0
1989-03-15,1332.66,1332.66,1332.66,1332.66,1332.66,0
1989-03-16,1323.64,1323.64,1323.64,1323.64,1323.64,0
1989-03-17,1325.51,1325.51,1325.51,1325.51,1325.51,0
1989-03-20,1299.16,1299.16,1299.16,1299.16,1299.16,0
1989-03-21,1302.17,1302.17,1302.17,1302.17,1302.17,0
1989-03-22,1308.79,1308.79,1308.79,1308.79,1308.79,0
1989-03-23,1303.76,1303.76,1303.76,1303.76,1303.76,0
1989-03-28,1308.24,1308.24,1308.24,1308.24,1308.24,0
1989-03-29,1310.66,1310.66,1310.66,1310.66,1310.66,0
1989-03-30,1316.00,1316.00,1316.00,1316.00,1316.00,0
1989-03-31,1319.88,1319.88,1319.88,1319.88,1319.88,0
1989-04-03,1339.43,1339.43,1339.43,1339.43,1339.43,0
1989-04-04,1341.90,1341.90,1341.90,1341.90,1341.90,0
1989-04-05,1346.59,1346.59,1346.59,1346.59,1346.59,0
1989-04-06,1351.48,1351.48,1351.48,1351.48,1351.48,0
1989-04-07,1346.07,1346.07,1346.07,1346.07,1346.07,0
1989-04-10,1362.59,1362.59,1362.59,1362.59,1362.59,0
1989-04-11,1371.67,1371.67,1371.67,1371.67,1371.67,0
1989-04-12,1379.30,1379.30,1379.30,1379.30,1379.30,0
1989-04-13,1396.34,1396.34,1396.34,1396.34,1396.34,0
1989-04-14,1378.35,1378.35,1378.35,1378.35,1378.35,0
1989-04-17,1395.69,1395.69,1395.69,1395.69,1395.69,0
1989-04-18,1390.61,1390.61,1390.61,1390.61,1390.61,0
1989-04-19,1391.04,1391.04,1391.04,1391.04,1391.04,0
1989-04-20,1387.27,1387.27,1387.27,1387.27,1387.27,0
1989-04-21,1375.93,1375.93,1375.93,1375.93,1375.93,0
1989-04-24,1373.49,1373.49,1373.49,1373.49,1373.49,0
1989-04-25,1368.60,1368.60,1368.60,1368.60,1368.60,0
1989-04-26,1374.19,1374.19,1374.19,1374.19,1374.19,0
1989-04-27,1374.76,1374.76,1374.76,1374.76,1374.76,0
1989-04-28,1374.04,1374.04,1374.04,1374.04,1374.04,0
1989-05-02,1359.06,1359.06,1359.06,1359.06,1359.06,0
1989-05-03,1365.87,1365.87,1365.87,1365.87,1365.87,0
1989-05-05,1380.28,1380.28,1380.28,1380.28,1380.28,0
1989-05-08,1379.38,1379.38,1379.38,1379.38,1379.38,0
1989-05-09,1369.42,1369.42,1369.42,1369.42,1369.42,0
1989-05-10,1368.13,1368.13,1368.13,1368.13,1368.13,0
1989-05-11,1367.37,1367.37,1367.37,1367.37,1367.37,0
1989-05-12,1348.26,1348.26,1348.26,1348.26,1348.26,0
1989-05-16,1338.93,1338.93,1338.93,1338.93,1338.93,0
1989-05-17,1338.38,1338.38,1338.38,1338.38,1338.38,0
1989-05-18,1348.67,1348.67,1348.67,1348.67,1348.67,0
1989-05-19,1354.08,1354.08,1354.08,1354.08,1354.08,0
1989-05-22,1351.58,1351.58,1351.58,1351.58,1351.58,0
1989-05-23,1348.59,1348.59,1348.59,1348.59,1348.59,0
1989-05-24,1369.55,1369.55,1369.55,1369.55,1369.55,0
1989-05-26,1373.55,1373.55,1373.55,1373.55,1373.55,0
1989-05-29,1378.63,1378.63,1378.63,1378.63,1378.63,0
1989-05-30,1402.57,1402.57,1402.57,1402.57,1402.57,0
1989-05-31,1407.05,1407.05,1407.05,1407.05,1407.05,0
1989-06-01,1406.96,1406.96,1406.96,1406.96,1406.96,0
1989-06-02,1417.83,1417.83,1417.83,1417.83,1417.83,0
1989-06-05,1421.74,1421.74,1421.74,1421.74,1421.74,0
1989-06-06,1408.95,1408.95,1408.95,1408.95,1408.95,0
1989-06-07,1429.90,1429.90,1429.90,1429.90,1429.90,0
1989-06-08,1440.00,1440.00,1440.00,1440.00,1440.00,0
1989-06-09,1436.90,1436.90,1436.90,1436.90,1436.90,0
1989-06-12,1433.82,1433.82,1433.82,1433.82,1433.82,0
1989-06-13,1425.78,1425.78,1425.78,1425.78,1425.78,0
1989-06-14,1433.24,1433.24,1433.24,1433.24,1433.24,0
1989-06-15,1426.18,1426.18,1426.18,1426.18,1426.18,0
1989-06-16,1430.21,1430.21,1430.21,1430.21,1430.21,0
1989-06-19,1453.59,1453.59,1453.59,1453.59,1453.59,0
1989-06-20,1477.19,1477.19,1477.19,1477.19,1477.19,0
1989-06-21,1470.38,1470.38,1470.38,1470.38,1470.38,0
1989-06-22,1485.30,1485.30,1485.30,1485.30,1485.30,0
1989-06-23,1485.31,1485.31,1485.31,1485.31,1485.31,0
1989-06-26,1486.79,1486.79,1486.79,1486.79,1486.79,0
1989-06-27,1475.08,1475.08,1475.08,1475.08,1475.08,0
1989-06-28,1492.06,1492.06,1492.06,1492.06,1492.06,0
1989-06-29,1488.16,1488.16,1488.16,1488.16,1488.16,0
1989-06-30,1477.22,1477.22,1477.22,1477.22,1477.22,0
1989-07-03,1485.40,1485.40,1485.40,1485.40,1485.40,0
1989-07-04,1511.88,1511.88,1511.88,1511.88,1511.88,0
1989-07-05,1496.81,1496.81,1496.81,1496.81,1496.81,0
1989-07-06,1486.79,1486.79,1486.79,1486.79,1486.79,0
1989-07-07,1507.88,1507.88,1507.88,1507.88,1507.88,0
1989-07-10,1520.60,1520.60,1520.60,1520.60,1520.60,0
1989-07-11,1503.36,1503.36,1503.36,1503.36,1503.36,0
1989-07-12,1511.39,1511.39,1511.39,1511.39,1511.39,0
1989-07-13,1513.56,1513.56,1513.56,1513.56,1513.56,0
1989-07-14,1527.60,1527.60,1527.60,1527.60,1527.60,0
1989-07-17,1530.24,1530.24,1530.24,1530.24,1530.24,0
1989-07-18,1515.62,1515.62,1515.62,1515.62,1515.62,0
1989-07-19,1535.12,1535.12,1535.12,1535.12,1535.12,0
1989-07-20,1546.49,1546.49,1546.49,1546.49,1546.49,0
1989-07-21,1556.38,1556.38,1556.38,1556.38,1556.38,0
1989-07-24,1554.58,1554.58,1554.58,1554.58,1554.58,0
1989-07-25,1550.01,1550.01,1550.01,1550.01,1550.01,0
1989-07-26,1570.55,1570.55,1570.55,1570.55,1570.55,0
1989-07-27,1564.87,1564.87,1564.87,1564.87,1564.87,0
1989-07-28,1554.59,1554.59,1554.59,1554.59,1554.59,0
1989-07-31,1548.68,1548.68,1548.68,1548.68,1548.68,0
1989-08-01,1576.39,1576.39,1576.39,1576.39,1576.39,0
1989-08-02,1590.13,1590.13,1590.13,1590.13,1590.13,0
1989-08-03,1574.72,1574.72,1574.72,1574.72,1574.72,0
1989-08-04,1585.37,1585.37,1585.37,1585.37,1585.37,0
1989-08-07,1584.28,1584.28,1584.28,1584.28,1584.28,0
1989-08-08,1604.64,1604.64,1604.64,1604.64,1604.64,0
1989-08-09,1602.89,1602.89,1602.89,1602.89,1602.89,0
1989-08-10,1615.58,1615.58,1615.58,1615.58,1615.58,0
1989-08-11,1610.42,1610.42,1610.42,1610.42,1610.42,0
1989-08-14,1586.75,1586.75,1586.75,1586.75,1586.75,0
1989-08-15,1567.90,1567.90,1567.90,1567.90,1567.90,0
1989-08-16,1591.19,1591.19,1591.19,1591.19,1591.19,0
1989-08-17,1574.47,1574.47,1574.47,1574.47,1574.47,0
1989-08-18,1572.98,1572.98,1572.98,1572.98,1572.98,0
1989-08-21,1594.43,1594.43,1594.43,1594.43,1594.43,0
1989-08-22,1600.70,1600.70,1600.70,1600.70,1600.70,0
1989-08-23,1594.73,1594.73,1594.73,1594.73,1594.73,0
